customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract_type,paperless_billing,payment_method,monthly_charges,total_charges,churn
7841-YFZNA,female,no,no,no,5,yes,yes,fiber optic,no,yes,yes,no,no,no,one year,yes,electronic check,99.73,507.62,yes
5735-QLGJA,male,no,no,no,46,yes,yes,fiber optic,yes,no,yes,yes,no,yes,month-to-month,yes,electronic check,109.02,4920.05,no
9075-TGKMP,male,no,no,no,38,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,46.13,1816.5,no
6581-MVEIE,female,no,yes,no,3,yes,no,dsl,yes,no,yes,no,no,no,one year,no,electronic check,74.11,233.08,no
3008-ZNMJW,male,no,no,no,13,yes,no,fiber optic,no,yes,yes,no,yes,no,month-to-month,yes,credit card (automatic),101.0,1373.61,yes
4025-OCRXH,female,no,yes,yes,70,yes,no,fiber optic,no,yes,yes,no,yes,yes,month-to-month,no,credit card (automatic),104.32,7415.31,no
3026-YMYIA,female,no,yes,no,14,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,electronic check,43.01,569.64,no
5812-ZYNYA,male,yes,yes,no,66,no,no phone service,dsl,no,yes,no,yes,no,no,one year,yes,mailed check,51.36,3280.71,no
5144-OSCFO,female,no,yes,no,5,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,bank transfer (automatic),42.19,218.31,yes
5594-QGGJS,male,no,no,yes,12,no,no phone service,dsl,yes,no,yes,no,yes,no,one year,no,bank transfer (automatic),59.91,785.1,no
6860-IYXJH,female,no,yes,no,37,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,bank transfer (automatic),38.33,1440.13,no
6701-RBPAE,female,no,yes,yes,0,no,no phone service,dsl,no,no,no,no,no,yes,month-to-month,no,credit card (automatic),50.87, ,no
4587-HGQPU,female,no,yes,yes,55,yes,yes,fiber optic,yes,no,no,yes,no,no,month-to-month,yes,credit card (automatic),99.98,5522.64,no
6181-YGKAA,female,no,no,yes,71,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,44.06,3178.75,no
7478-XBOSJ,female,no,yes,no,3,yes,yes,fiber optic,yes,yes,yes,no,yes,no,month-to-month,no,mailed check,114.22,332.9,yes
6030-JZUKJ,female,no,yes,no,17,yes,no,fiber optic,no,no,yes,yes,yes,no,month-to-month,no,electronic check,100.44,1733.53,yes
8330-HIEWT,male,yes,no,no,55,yes,no,fiber optic,yes,no,yes,yes,no,yes,two year,yes,credit card (automatic),105.98,5994.13,no
6096-EIRNF,female,no,yes,no,3,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,mailed check,79.18,229.51,yes
2627-UJZDB,male,no,yes,yes,54,yes,no,dsl,yes,no,no,yes,no,no,month-to-month,yes,bank transfer (automatic),73.43,3829.7,no
2010-ZSTVO,female,no,no,yes,28,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,bank transfer (automatic),33.17,944.71,no
7333-XEFKK,female,no,yes,yes,3,yes,no,fiber optic,no,no,yes,no,yes,yes,two year,yes,electronic check,101.94,313.87,no
2737-XNHRJ,female,no,no,no,5,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,mailed check,114.16,540.1,yes
8165-GIVZP,male,no,yes,no,41,yes,no,dsl,no,yes,yes,no,no,yes,two year,yes,credit card (automatic),77.37,3350.56,no
2708-KHRGX,male,no,yes,yes,11,yes,yes,dsl,yes,no,yes,no,yes,yes,month-to-month,yes,mailed check,92.23,1040.91,no
1570-CGXWC,female,no,no,no,23,yes,no,fiber optic,yes,yes,no,yes,no,yes,month-to-month,no,credit card (automatic),105.58,2388.81,no
2526-YKFXB,female,no,yes,no,58,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,41.14,2561.82,no
2268-KYRNL,male,no,no,no,68,yes,no,dsl,yes,no,no,no,no,yes,one year,yes,electronic check,72.71,5243.67,no
5266-WABYR,female,no,yes,no,14,yes,yes,fiber optic,yes,yes,no,no,no,no,one year,yes,electronic check,101.08,1403.27,yes
4952-ELZKV,male,no,no,no,0,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,no,mailed check,87.45, ,yes
1987-ROAVU,male,no,yes,yes,43,yes,yes,dsl,no,no,yes,yes,no,yes,month-to-month,no,electronic check,86.11,3757.57,no
3483-VOQQE,male,no,yes,no,67,yes,no,fiber optic,no,no,yes,no,no,yes,month-to-month,no,mailed check,90.88,5672.53,no
1197-VLONF,male,no,no,no,16,yes,yes,dsl,no,yes,yes,no,no,no,two year,no,credit card (automatic),80.69,1253.52,no
4977-PTYJS,male,no,yes,no,27,yes,yes,dsl,no,yes,no,no,yes,no,month-to-month,yes,bank transfer (automatic),80.27,2235.82,no
5257-IFGNY,female,no,yes,no,58,yes,no,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,credit card (automatic),101.62,6164.69,no
3200-JEGLY,female,no,no,yes,55,yes,yes,dsl,no,yes,no,no,yes,no,one year,yes,bank transfer (automatic),80.98,4797.3,no
1453-HEKVS,female,no,yes,yes,52,yes,yes,fiber optic,yes,no,yes,yes,no,no,month-to-month,yes,electronic check,104.92,5771.8,no
7837-MFTST,female,no,yes,no,10,no,no phone service,fiber optic,no,no,no,no,no,no,one year,yes,mailed check,61.44,592.77,no
8408-TFPEI,male,no,no,no,14,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,yes,mailed check,93.69,1218.69,yes
6486-NCOBJ,male,no,yes,no,0,yes,no,dsl,no,no,yes,no,yes,yes,two year,yes,credit card (automatic),82.01, ,yes
4792-WUCRR,female,no,no,no,21,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,19.63,446.51,no
9927-TKZMK,male,no,no,no,8,no,no phone service,fiber optic,yes,no,yes,no,yes,yes,month-to-month,yes,credit card (automatic),82.64,645.19,no
7486-HOUKN,female,no,yes,no,19,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,electronic check,35.86,694.29,no
8848-LZFSS,female,yes,no,yes,33,yes,no,dsl,no,no,yes,no,no,no,two year,yes,electronic check,67.99,2227.38,no
2671-IPNVX,female,no,yes,no,59,yes,no,fiber optic,yes,no,no,yes,no,no,two year,no,bank transfer (automatic),92.88,5429.61,no
1522-EUAHU,female,yes,no,yes,22,yes,yes,fiber optic,yes,no,no,no,no,yes,two year,yes,bank transfer (automatic),99.42,2233.72,no
6600-PZASC,male,no,yes,no,0,yes,yes,dsl,no,no,yes,no,yes,no,two year,no,credit card (automatic),81.34, ,no
5937-DPKSO,male,no,no,yes,10,yes,no,fiber optic,no,no,yes,yes,no,no,month-to-month,no,bank transfer (automatic),96.0,948.45,no
6899-HGCBC,male,no,yes,no,4,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,electronic check,35.89,137.81,no
5722-BAQXP,female,no,no,no,49,yes,no,fiber optic,yes,no,no,no,no,no,one year,yes,mailed check,86.49,4471.48,no
3040-TQBHT,female,no,no,no,27,yes,no,fiber optic,no,yes,no,no,yes,no,one year,no,electronic check,95.15,2521.39,no
5687-MCCJB,female,no,no,yes,8,yes,yes,dsl,no,no,no,no,no,no,one year,yes,electronic check,71.46,642.29,no
3979-SAAGX,male,no,no,no,10,yes,yes,fiber optic,no,no,no,no,yes,yes,two year,no,mailed check,101.11,1004.4,no
2917-JFUXJ,male,no,no,yes,59,yes,no,fiber optic,yes,no,yes,yes,no,no,month-to-month,yes,credit card (automatic),95.1,5511.66,no
8791-YEVBN,male,no,yes,no,44,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,bank transfer (automatic),18.25,804.8,no
9615-CWLYP,female,yes,yes,no,19,yes,no,dsl,yes,no,no,yes,yes,yes,one year,no,bank transfer (automatic),86.73,1550.21,no
3512-TBJEO,male,no,yes,no,9,yes,yes,fiber optic,no,no,yes,no,yes,yes,one year,yes,credit card (automatic),104.12,938.41,yes
7441-HLGVN,male,yes,yes,no,10,yes,no,dsl,no,yes,no,yes,no,yes,month-to-month,yes,credit card (automatic),82.85,825.04,no
7508-HKLKE,female,no,yes,no,17,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,40.04,668.26,no
9164-TDCSP,female,yes,no,no,52,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,credit card (automatic),45.18,2417.91,no
4027-MNUHC,male,no,no,yes,9,yes,no,fiber optic,no,no,yes,yes,yes,no,month-to-month,yes,bank transfer (automatic),98.99,832.21,yes
6593-RFSMF,male,no,yes,no,24,yes,no,dsl,yes,yes,no,no,no,yes,one year,no,mailed check,80.08,1921.05,no
7037-JVOUY,female,no,yes,yes,10,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),37.53,367.77,no
4190-UATSA,female,no,yes,no,62,yes,no,fiber optic,yes,yes,yes,yes,no,no,one year,yes,bank transfer (automatic),110.24,7161.38,no
7416-ZWUUP,female,no,no,yes,9,yes,yes,dsl,no,no,yes,no,yes,yes,one year,no,bank transfer (automatic),87.35,787.82,no
2671-YGPKA,male,no,no,no,57,yes,yes,fiber optic,yes,no,no,yes,no,yes,one year,yes,electronic check,106.77,6308.13,no
8262-EBFAM,female,no,no,no,17,yes,no,dsl,yes,no,yes,yes,no,yes,two year,yes,bank transfer (automatic),83.64,1346.42,no
8898-EQZDG,female,no,yes,yes,57,yes,no,fiber optic,no,no,no,yes,yes,yes,one year,no,mailed check,100.22,5832.9,no
7076-QJFZV,male,no,no,no,22,yes,no,dsl,no,yes,yes,yes,yes,no,month-to-month,yes,electronic check,84.54,1915.96,yes
1350-PVYCU,male,no,no,yes,67,yes,no,fiber optic,yes,yes,yes,no,no,no,one year,no,credit card (automatic),98.22,6742.9,no
1959-VSDAH,male,no,no,no,15,yes,no,dsl,no,yes,yes,no,no,no,month-to-month,yes,credit card (automatic),74.81,1213.47,no
4569-FTPKN,male,no,yes,no,17,yes,yes,dsl,yes,yes,no,yes,yes,no,two year,yes,electronic check,96.22,1751.84,no
9076-LWULY,female,no,no,no,4,yes,no,dsl,no,no,yes,yes,no,yes,one year,yes,electronic check,75.66,284.47,no
6780-AYUYB,male,no,yes,yes,53,yes,yes,dsl,yes,yes,no,yes,no,no,month-to-month,yes,credit card (automatic),83.44,4518.32,no
7473-QZPTD,male,no,no,no,25,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,bank transfer (automatic),38.62,996.24,no
9220-RFFCW,female,no,yes,yes,13,yes,yes,fiber optic,no,no,yes,no,yes,yes,two year,no,electronic check,106.44,1486.87,no
8009-NGTAS,male,no,no,no,12,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,no,credit card (automatic),90.8,1092.64,yes
5146-VOQQE,male,no,yes,no,16,yes,yes,fiber optic,yes,yes,no,yes,yes,yes,two year,yes,bank transfer (automatic),119.07,1899.59,no
4807-OYVOM,male,no,no,no,70,yes,no,dsl,yes,no,no,no,yes,yes,one year,yes,mailed check,84.59,6243.37,yes
1792-XQJYF,male,yes,yes,no,26,yes,no,dsl,no,no,yes,yes,yes,no,month-to-month,yes,bank transfer (automatic),82.39,2328.83,no
7061-XYXZI,female,no,yes,no,12,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,electronic check,41.73,503.81,no
4403-CKJFM,female,no,yes,no,9,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,mailed check,38.16,342.2,no
5377-KPVDY,female,no,yes,no,17,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,bank transfer (automatic),46.69,801.64,yes
6736-TCJFB,male,yes,no,no,3,yes,yes,dsl,no,no,no,no,yes,no,one year,yes,mailed check,72.6,220.88,yes
7865-LWAWA,female,no,no,no,21,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,electronic check,45.45,957.69,no
9721-LVEND,male,no,no,yes,66,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,yes,mailed check,91.02,5876.13,no
2080-JHBMK,female,no,yes,no,14,yes,no,fiber optic,yes,yes,no,yes,no,yes,one year,no,mailed check,101.88,1409.04,no
8639-ULBYG,male,no,yes,no,60,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),46.95,2816.29,no
6974-YUCJZ,male,no,yes,no,1,yes,no,fiber optic,yes,no,yes,yes,yes,yes,two year,yes,bank transfer (automatic),113.2,111.22,no
6261-QJTYO,male,yes,yes,yes,49,yes,no,fiber optic,no,yes,yes,no,no,yes,month-to-month,yes,electronic check,101.36,4566.53,no
8254-LYKOE,female,no,no,yes,42,yes,no,fiber optic,yes,yes,no,yes,yes,no,month-to-month,yes,electronic check,103.79,4341.94,no
1037-LVHDC,female,no,yes,yes,8,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,credit card (automatic),19.84,159.79,no
2757-KXSTU,male,yes,no,no,18,yes,no,fiber optic,yes,no,yes,yes,no,yes,month-to-month,yes,electronic check,102.89,1840.63,no
1197-IWJYA,female,no,no,no,7,yes,no,fiber optic,yes,yes,no,yes,yes,no,month-to-month,yes,electronic check,104.12,746.34,yes
3665-PEZXA,female,no,no,no,12,yes,no,dsl,no,yes,yes,yes,yes,no,month-to-month,yes,credit card (automatic),82.62,998.15,yes
1053-XEWTL,male,no,no,no,43,yes,no,fiber optic,no,yes,no,no,no,no,one year,yes,bank transfer (automatic),92.7,3700.58,no
7265-UDPVZ,female,no,yes,yes,7,yes,yes,dsl,no,yes,yes,no,yes,yes,one year,no,electronic check,94.05,681.05,no
5962-DGLAV,female,yes,yes,no,17,yes,yes,fiber optic,yes,no,no,no,yes,no,month-to-month,no,electronic check,102.82,1652.67,yes
6464-GWGOP,male,no,yes,yes,22,yes,no,fiber optic,no,yes,no,yes,no,yes,month-to-month,no,bank transfer (automatic),102.01,2376.1,no
1858-KOWUS,male,no,no,no,3,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,credit card (automatic),35.87,108.08,no
3342-KGRPO,female,yes,no,no,55,yes,no,dsl,yes,yes,no,no,no,no,month-to-month,yes,electronic check,76.68,4240.87,no
1195-PPKLM,female,no,yes,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),38.35,39.01,no
9430-PTWCD,male,no,no,yes,7,yes,yes,dsl,no,yes,yes,no,no,no,month-to-month,yes,mailed check,81.58,558.06,yes
4826-ROSEE,female,no,no,no,10,yes,yes,dsl,yes,no,yes,no,no,no,one year,yes,credit card (automatic),82.68,846.02,no
9574-FDQAH,male,yes,no,yes,15,yes,yes,fiber optic,no,no,yes,no,yes,no,month-to-month,no,mailed check,100.59,1653.0,yes
5155-HWTPY,female,no,yes,no,8,yes,no,dsl,yes,no,no,no,no,no,month-to-month,no,credit card (automatic),71.76,597.94,no
5215-RRRRS,male,no,no,no,16,yes,yes,fiber optic,yes,no,yes,no,no,yes,month-to-month,yes,bank transfer (automatic),111.54,1781.83,yes
5547-RLAYM,female,no,no,no,53,no,no phone service,dsl,no,yes,yes,no,no,yes,two year,no,credit card (automatic),59.83,3086.44,no
1444-NFIZO,male,no,yes,yes,11,yes,no,fiber optic,yes,yes,no,no,no,no,two year,no,electronic check,96.73,1083.03,no
7986-XUONO,male,no,yes,yes,13,yes,yes,fiber optic,yes,yes,no,no,yes,yes,month-to-month,no,bank transfer (automatic),113.08,1419.97,no
6343-WGTQS,male,no,yes,yes,67,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,18.25,1294.55,no
9444-YUFTD,male,yes,yes,no,8,yes,yes,fiber optic,yes,yes,no,no,yes,yes,month-to-month,no,credit card (automatic),114.83,922.43,no
4253-IZGJI,female,no,no,no,7,yes,yes,fiber optic,no,no,yes,no,no,no,month-to-month,yes,electronic check,98.38,687.78,no
5820-CFHRV,male,no,yes,no,35,no,no phone service,dsl,yes,no,no,yes,no,no,month-to-month,no,bank transfer (automatic),57.16,1978.32,no
4995-DCZUV,male,yes,yes,yes,6,yes,yes,dsl,yes,no,no,no,yes,yes,month-to-month,yes,credit card (automatic),86.74,507.7,yes
7281-SNWRK,female,yes,no,no,14,yes,yes,fiber optic,yes,no,no,yes,no,yes,one year,no,mailed check,110.62,1684.07,no
9154-YPNQY,female,no,no,no,52,yes,no,dsl,yes,no,yes,yes,no,no,month-to-month,yes,credit card (automatic),77.86,4245.29,no
8127-QNXIS,male,yes,no,yes,4,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,no,mailed check,90.16,343.63,no
7274-XPXSX,male,no,no,yes,17,yes,yes,dsl,yes,no,yes,no,yes,yes,one year,no,credit card (automatic),90.17,1507.95,no
8636-GOAZX,male,no,no,no,16,yes,yes,dsl,yes,yes,yes,no,yes,no,one year,yes,mailed check,93.63,1574.5,no
5996-HJDDB,female,no,yes,no,6,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,36.59,215.95,no
7433-SJRZJ,male,no,no,no,5,yes,no,fiber optic,yes,yes,no,no,no,no,month-to-month,no,bank transfer (automatic),95.86,460.25,yes
8565-WZUPA,male,no,yes,no,61,yes,yes,fiber optic,no,no,no,no,yes,no,one year,yes,credit card (automatic),95.18,5763.37,no
1643-OIDLM,female,no,yes,yes,15,yes,no,fiber optic,no,no,no,yes,yes,yes,month-to-month,no,bank transfer (automatic),98.18,1488.79,no
2755-UMGRX,male,no,no,no,17,yes,yes,fiber optic,yes,no,no,no,no,no,month-to-month,no,electronic check,98.62,1734.36,yes
7760-DRYAV,male,no,no,no,51,no,no phone service,dsl,yes,yes,no,no,no,yes,one year,yes,mailed check,55.78,2870.11,no
6171-EOODV,female,no,yes,yes,69,yes,yes,dsl,no,no,no,no,no,no,two year,no,electronic check,68.19,4739.58,no
5344-GPILJ,male,no,no,yes,38,yes,yes,fiber optic,yes,no,no,yes,no,yes,month-to-month,yes,electronic check,107.2,4122.05,yes
9961-FZUEC,male,no,no,no,21,yes,no,dsl,yes,yes,no,yes,no,yes,month-to-month,no,mailed check,80.31,1736.6,no
5505-PPHXO,male,no,yes,no,37,yes,no,fiber optic,no,yes,no,no,yes,no,one year,no,electronic check,92.4,3576.9,no
9765-NHHGC,male,no,yes,no,5,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,electronic check,20.13,105.98,no
